type,bank,distance,amount,min,medium,time,label
BUSINESS,OTHER_TIER1_BANKS,6,1667000,11280,MOBILE,2023-01-03T18:19:15Z,Clean
MERCHANT,ACCESS BANK,3,130000,7630,MOBILE,2023-01-03T18:22:10Z,Clean
PERSON,OTHER_TIER1_BANKS,9,271000,13080,MOBILE,2023-01-03T19:11:19Z,Clean
PERSON,FIRST BANK,12,125000,14070,WEB,2023-01-03T19:18:23Z,Clean
PERSON,FIRST BANK,13,91000,36060,MOBILE,2023-01-03T20:06:18Z,Clean
PERSON,OTHER_TIER1_BANKS,29,73000,11810,MOBILE,2023-01-03T20:17:08Z,Clean
MERCHANT,FIRST BANK,17,16000,60200,MOBILE,2023-01-03T20:21:11Z,Clean
PERSON,EXAMPLE BANK,6,256000,21330,MOBILE,2023-01-03T21:00:04Z,Clean
PERSON,FIDELITY BANK,8,39000,14250,MOBILE,2023-01-03T21:16:04Z,Clean
PERSON,GTB,4,5000,20,MOBILE,2023-01-03T21:17:07Z,Clean
BUSINESS,FIDELITY BANK,20,60000,8470,MOBILE,2023-01-03T21:23:13Z,Clean
PERSON,ACCESS BANK,20,39000,80670,MOBILE,2023-01-03T21:23:21Z,Clean
PERSON,FIRST BANK,6,11000,14360,MOBILE,2023-01-03T22:01:14Z,Clean
PERSON,UBA,16,121000,8360,WEB,2023-01-03T22:03:18Z,Clean
PERSON,GTB,19,51000,34080,MOBILE,2023-01-03T22:06:02Z,Clean
PERSON,FINTECH BANKS,31,34000,6,MOBILE,2023-01-03T22:09:06Z,Fraud
PERSON,FIRST BANK,13,90000,1080,WEB,2023-01-03T22:12:16Z,Clean
PERSON,GTB,3,121000,9050,WEB,2023-01-03T22:12:21Z,Clean
PERSON,OTHER_TIER1_BANKS,12,37000,13780,MOBILE,2023-01-03T22:17:15Z,Clean
PERSON,ACCESS BANK,5,202000,43400,MOBILE,2023-01-03T22:18:00Z,Clean
PERSON,FIRST BANK,6,140000,89480,MOBILE,2023-01-03T23:07:01Z,Clean
PERSON,FIRST BANK,4,35000,10,MOBILE,2023-01-03T23:18:03Z,Clean
PERSON,ACCESS BANK,5,250000,13350,MOBILE,2023-01-04T00:04:16Z,Clean
PERSON,FIDELITY BANK,4,218000,39960,MOBILE,2023-01-04T00:06:20Z,Clean
PERSON,OTHER_TIER1_BANKS,5,43000,8640,MOBILE,2023-01-04T00:18:21Z,Clean
PERSON,FIRST BANK,15,244000,74460,MOBILE,2023-01-04T00:19:03Z,Clean
PERSON,OTHER_TIER1_BANKS,24,48000,8080,MOBILE,2023-01-04T01:04:14Z,Clean
MERCHANT,FINTECH BANKS,543,76000,70,MOBILE,2023-01-04T01:07:00Z,Fraud
PERSON,FINTECH BANKS,11,99000,80000,MOBILE,2023-01-04T01:13:06Z,Clean
PERSON,UBA,16,95000,81840,MOBILE,2023-01-04T01:15:23Z,Clean
PERSON,FIDELITY BANK,13,15000,1020,MOBILE,2023-01-04T01:19:07Z,Clean
PERSON,FIRST BANK,9,750000,1690,MOBILE,2023-01-04T02:01:22Z,Clean
MERCHANT,UBA,9,45000,11760,MOBILE,2023-01-04T02:04:12Z,Clean
PERSON,GTB,14,57000,13460,WEB,2023-01-04T02:10:01Z,Clean
PERSON,FIRST BANK,5,135000,13170,MOBILE,2023-01-04T02:17:05Z,Clean
PERSON,FIDELITY BANK,5,141000,47290,WEB,2023-01-04T02:19:13Z,Clean
PERSON,FIRST BANK,4,16000,10,MOBILE,2023-01-04T02:20:23Z,Clean
PERSON,OTHER_TIER1_BANKS,12,272000,13590,MOBILE,2023-01-04T03:19:18Z,Clean
PERSON,OTHER_TIER1_BANKS,16,40000,6,MOBILE,2023-01-04T04:03:07Z,Clean
PERSON,STERLING BANK,17,161000,930,MOBILE,2023-01-04T04:04:12Z,Clean
MERCHANT,FINTECH BANKS,30,31000,1060,MOBILE,2023-01-04T04:06:06Z,Fraud
PERSON,FIRST BANK,6,13000,12030,WEB,2023-01-04T04:07:16Z,Clean
PERSON,UBA,19,12000,12730,MOBILE,2023-01-04T04:09:21Z,Clean
PERSON,OTHER_TIER1_BANKS,23,6000,13130,MOBILE,2023-01-04T04:11:19Z,Clean
PERSON,ACCESS BANK,5,5000,12930,MOBILE,2023-01-04T04:16:19Z,Clean
PERSON,GTB,11,281000,52790,MOBILE,2023-01-04T04:20:23Z,Clean
PERSON,UBA,1,70000,500,MOBILE,2023-01-04T05:00:11Z,Clean
PERSON,STERLING BANK,2,36000,57980,MOBILE,2023-01-04T05:04:06Z,Clean
PERSON,FIRST BANK,8,20000,940,IN-BRANCH,2023-01-04T05:10:09Z,Clean
BUSINESS,ACCESS BANK,4,239000,61570,WEB,2023-01-04T05:13:22Z,Clean
BUSINESS,OTHER_TIER1_BANKS,17,273000,1190,MOBILE,2023-01-04T06:09:09Z,Clean
PERSON,FIRST BANK,7,12000,12370,MOBILE,2023-01-04T06:09:12Z,Clean
PERSON,GTB,18,200000,13710,MOBILE,2023-01-04T07:00:05Z,Clean
PERSON,FINTECH BANKS,4,92000,1000,MOBILE,2023-01-04T07:08:20Z,Clean
PERSON,FIRST BANK,5,40000,870,MOBILE,2023-01-04T07:13:06Z,Clean
PERSON,UBA,7,10000,7140,WEB,2023-01-04T07:14:09Z,Clean
PERSON,FIRST BANK,7,219000,74040,MOBILE,2023-01-04T07:17:17Z,Clean
PERSON,ACCESS BANK,8,8000,83360,MOBILE,2023-01-04T07:19:10Z,Clean
PERSON,FIRST BANK,8,7000,1130,WEB,2023-01-04T07:21:00Z,Clean
PERSON,UBA,6,6000,8010,MOBILE,2023-01-04T08:02:05Z,Clean
PERSON,FIRST BANK,15,207000,33740,MOBILE,2023-01-04T08:20:21Z,Clean
PERSON,FIRST BANK,2,228000,25400,MOBILE,2023-01-04T09:00:15Z,Clean
PERSON,GTB,2,17000,89540,MOBILE,2023-01-04T10:20:15Z,Clean
PERSON,OTHER_TIER1_BANKS,6,9000,71390,WEB,2023-01-04T10:21:17Z,Clean
PERSON,FIDELITY BANK,7,41000,4390,MOBILE,2023-01-04T11:00:00Z,Clean
PERSON,GTB,20,69000,10930,MOBILE,2023-01-04T11:06:18Z,Clean
PERSON,GTB,8,18000,33820,MOBILE,2023-01-04T11:08:03Z,Clean
PERSON,FIRST BANK,44,52000,6340,MOBILE,2023-01-04T11:12:10Z,Clean
PERSON,FIRST BANK,10,209000,1130,MOBILE,2023-01-04T11:14:00Z,Clean
MERCHANT,GTB,5,59000,32330,WEB,2023-01-04T11:15:23Z,Clean
PERSON,FIRST BANK,1,61000,930,MOBILE,2023-01-04T11:16:06Z,Clean
PERSON,FIRST BANK,15,1576000,66930,MOBILE,2023-01-04T11:16:10Z,Clean
PERSON,ECOBANK,3,80000,1920,MOBILE,2023-01-04T11:21:06Z,Clean
PERSON,ACCESS BANK,12,140000,680,WEB,2023-01-04T12:00:20Z,Clean
BUSINESS,FIRST BANK,22,47000,1410,MOBILE,2023-01-04T12:06:23Z,Clean
PERSON,FIRST BANK,16,10000,990,MOBILE,2023-01-04T12:10:00Z,Clean
BUSINESS,FIDELITY BANK,3,38000,2,WEB,2023-01-04T12:19:00Z,Clean
PERSON,GTB,3,12000,33010,MOBILE,2023-01-04T12:19:21Z,Clean
PERSON,OTHER_TIER1_BANKS,5,69000,25040,MOBILE,2023-01-04T13:11:08Z,Clean
MERCHANT,FIRST BANK,655,84000,1870,MOBILE,2023-01-04T13:19:13Z,Clean
PERSON,ECOBANK,8,1482000,420,MOBILE,2023-01-04T14:03:02Z,Clean
PERSON,ACCESS BANK,28,49000,77890,WEB,2023-01-04T14:23:14Z,Clean
PERSON,FIRST BANK,29,1000,61370,MOBILE,2023-01-04T15:07:11Z,Clean
PERSON,STERLING BANK,0,35000,75260,MOBILE,2023-01-04T15:07:14Z,Clean
PERSON,FIRST BANK,9,260000,14980,MOBILE,2023-01-04T15:22:06Z,Clean
PERSON,FIRST BANK,0,39000,12620,MOBILE,2023-01-04T16:00:10Z,Clean
PERSON,UBA,4,53000,480,MOBILE,2023-01-04T16:01:22Z,Clean
PERSON,STERLING BANK,23,10000,14500,MOBILE,2023-01-04T16:04:04Z,Clean
PERSON,FIRST BANK,9,59000,2990,WEB,2023-01-04T16:11:05Z,Clean
PERSON,FINTECH BANKS,21,17000,11850,MOBILE,2023-01-04T16:20:03Z,Clean
PERSON,FIRST BANK,3,1042000,13220,MOBILE,2023-01-04T16:20:19Z,Clean
PERSON,FIRST BANK,7,244000,36560,MOBILE,2023-01-04T17:09:05Z,Clean
PERSON,FIRST BANK,10,1000,60250,MOBILE,2023-01-04T17:21:04Z,Clean
MERCHANT,FIRST BANK,297,45000,280,MOBILE,2023-01-04T18:01:16Z,Fraud
MERCHANT,ACCESS BANK,11,15000,87310,WEB,2023-01-04T18:05:12Z,Clean
MERCHANT,FIRST BANK,4,16000,51070,MOBILE,2023-01-04T18:07:14Z,Clean
PERSON,STERLING BANK,1,50000,57860,MOBILE,2023-01-04T18:10:12Z,Clean
PERSON,FINTECH BANKS,14,97000,32420,MOBILE,2023-01-04T18:12:10Z,Clean
PERSON,FIRST BANK,11,11000,10590,MOBILE,2023-01-04T18:12:12Z,Clean
BUSINESS,EXAMPLE BANK,3,295000,7830,MOBILE,2023-01-04T18:12:13Z,Clean
PERSON,GTB,14,276000,900,MOBILE,2023-01-04T18:16:04Z,Clean
PERSON,GTB,9,186000,7170,WEB,2023-01-04T18:23:22Z,Clean
PERSON,FIRST BANK,11,51000,14380,MOBILE,2023-01-04T19:15:10Z,Clean
PERSON,FINTECH BANKS,0,35000,22190,MOBILE,2023-01-04T20:07:13Z,Clean
PERSON,UNION BANK,11,40000,11520,MOBILE,2023-01-04T20:18:01Z,Clean
PERSON,GTB,10,1676000,10430,MOBILE,2023-01-04T20:23:21Z,Clean
PERSON,FIDELITY BANK,6,696000,11870,MOBILE,2023-01-04T21:00:16Z,Clean
PERSON,ACCESS BANK,12,92000,29000,MOBILE,2023-01-04T21:03:19Z,Clean
PERSON,GTB,10,78000,48860,MOBILE,2023-01-04T21:08:02Z,Clean
PERSON,FIRST BANK,5,1614000,1130,WEB,2023-01-04T21:14:00Z,Clean
PERSON,ECOBANK,23,66000,53200,MOBILE,2023-01-04T21:23:13Z,Clean
PERSON,FIRST BANK,11,256000,75850,MOBILE,2023-01-04T22:02:04Z,Clean
PERSON,ACCESS BANK,10,2000,450,MOBILE,2023-01-04T22:02:22Z,Clean
BUSINESS,ECOBANK,6,36000,860,MOBILE,2023-01-04T22:07:15Z,Clean
PERSON,FINTECH BANKS,13,10000,13940,MOBILE,2023-01-04T22:11:14Z,Clean
PERSON,FIRST BANK,19,99000,3820,WEB,2023-01-04T22:17:20Z,Clean
PERSON,ACCESS BANK,8,37000,43680,WEB,2023-01-04T22:19:06Z,Clean
PERSON,FIRST BANK,2,298000,13080,WEB,2023-01-04T23:07:19Z,Clean
MERCHANT,GTB,6,5000,57830,MOBILE,2023-01-04T23:11:16Z,Clean
PERSON,ACCESS BANK,30,751000,9770,MOBILE,2023-01-04T23:20:21Z,Clean
PERSON,GTB,12,42000,59760,MOBILE,2023-01-05T00:05:00Z,Clean
PERSON,UBA,26,7000,13530,MOBILE,2023-01-05T00:07:08Z,Clean
PERSON,GTB,16,73000,50,MOBILE,2023-01-05T00:09:14Z,Clean
PERSON,FINTECH BANKS,13,152000,13650,MOBILE,2023-01-05T00:23:03Z,Clean
PERSON,ACCESS BANK,11,74000,14750,MOBILE,2023-01-05T00:23:17Z,Clean
PERSON,ACCESS BANK,4,215000,11530,MOBILE,2023-01-05T01:04:06Z,Clean
PERSON,GTB,23,33000,42140,WEB,2023-01-05T01:06:10Z,Clean
PERSON,ACCESS BANK,16,176000,350,WEB,2023-01-05T01:15:11Z,Clean
PERSON,FIRST BANK,43,269000,490,WEB,2023-01-05T01:16:14Z,Clean
PERSON,FIRST BANK,7,9000,88250,MOBILE,2023-01-05T01:23:23Z,Clean
PERSON,FIDELITY BANK,23,43000,11380,WEB,2023-01-05T02:05:11Z,Clean
PERSON,FIRST BANK,8,257000,12150,MOBILE,2023-01-05T02:09:09Z,Clean
PERSON,UBA,16,254000,62230,WEB,2023-01-05T02:13:14Z,Clean
PERSON,UBA,6,78000,28550,MOBILE,2023-01-05T02:19:02Z,Clean
PERSON,ECOBANK,5,205000,8870,WEB,2023-01-05T02:19:03Z,Clean
PERSON,OTHER_TIER1_BANKS,17,8000,13370,MOBILE,2023-01-05T03:14:15Z,Clean
MERCHANT,GTB,11,69000,40650,MOBILE,2023-01-05T03:15:19Z,Clean
PERSON,FIRST BANK,6,108000,3580,MOBILE,2023-01-05T03:22:19Z,Clean
PERSON,EXAMPLE BANK,13,1165000,14130,MOBILE,2023-01-05T04:09:18Z,Clean
PERSON,FIDELITY BANK,1,68000,3040,MOBILE,2023-01-05T04:10:19Z,Clean
PERSON,FIRST BANK,0,278000,540,MOBILE,2023-01-05T04:12:13Z,Clean
PERSON,UBA,29,210000,870,MOBILE,2023-01-05T04:14:10Z,Clean
PERSON,FIRST BANK,0,64000,69510,MOBILE,2023-01-05T04:14:21Z,Clean
PERSON,FIDELITY BANK,6,8000,13010,MOBILE,2023-01-05T05:15:19Z,Clean
PERSON,STERLING BANK,139,40000,290,MOBILE,2023-01-05T05:18:20Z,Fraud
PERSON,GTB,29,13000,10290,WEB,2023-01-05T05:21:09Z,Clean
PERSON,UBA,10,30000,20860,MOBILE,2023-01-05T06:00:08Z,Clean
PERSON,FINTECH BANKS,21,100000,66080,WEB,2023-01-05T06:00:13Z,Clean
PERSON,GTB,7,8000,1330,MOBILE,2023-01-05T06:08:22Z,Clean
PERSON,EXAMPLE BANK,6,9000,30060,WEB,2023-01-05T06:16:05Z,Clean
PERSON,ECOBANK,23,952000,39820,MOBILE,2023-01-05T06:22:16Z,Clean
PERSON,GTB,13,19000,12630,MOBILE,2023-01-05T08:02:10Z,Clean
PERSON,UBA,5,51000,3500,MOBILE,2023-01-05T08:04:12Z,Clean
PERSON,FIRST BANK,21,298000,72850,MOBILE,2023-01-05T08:13:15Z,Clean
BUSINESS,FIDELITY BANK,13,43000,56040,MOBILE,2023-01-05T08:17:15Z,Clean
PERSON,FIRST BANK,17,69000,570,MOBILE,2023-01-05T08:21:05Z,Clean
PERSON,ACCESS BANK,5,7000,55360,MOBILE,2023-01-05T08:22:02Z,Clean
MERCHANT,OTHER_TIER1_BANKS,9,17000,13590,MOBILE,2023-01-05T09:11:02Z,Clean
PERSON,FINTECH BANKS,8,275000,9770,MOBILE,2023-01-05T09:12:02Z,Clean
PERSON,GTB,23,45000,7280,MOBILE,2023-01-05T10:02:03Z,Clean
PERSON,UBA,0,1749000,75440,WEB,2023-01-05T10:11:04Z,Clean
MERCHANT,FIRST BANK,4,6000,10740,WEB,2023-01-05T10:11:11Z,Clean
PERSON,EXAMPLE BANK,4,7000,81440,MOBILE,2023-01-05T10:12:00Z,Clean
PERSON,GTB,8,15000,61550,MOBILE,2023-01-05T11:01:12Z,Clean
PERSON,ECOBANK,25,63000,28940,MOBILE,2023-01-05T11:13:13Z,Clean
PERSON,OTHER_TIER1_BANKS,9,1998000,85320,MOBILE,2023-01-05T11:18:10Z,Clean
PERSON,FIRST BANK,5,1848000,1220,MOBILE,2023-01-05T12:09:04Z,Clean
PERSON,ACCESS BANK,25,40000,58920,MOBILE,2023-01-05T12:19:04Z,Clean
PERSON,EXAMPLE BANK,18,291000,39240,MOBILE,2023-01-05T13:10:18Z,Clean
PERSON,FIRST BANK,10,9000,35010,MOBILE,2023-01-05T13:11:06Z,Clean
PERSON,ACCESS BANK,12,12000,4610,MOBILE,2023-01-05T13:14:15Z,Clean
PERSON,ACCESS BANK,4,13000,5430,MOBILE,2023-01-05T13:17:13Z,Clean
PERSON,FINTECH BANKS,7,74000,23220,MOBILE,2023-01-05T13:21:03Z,Clean
BUSINESS,FINTECH BANKS,8,35000,32160,MOBILE,2023-01-05T13:22:22Z,Clean
PERSON,ACCESS BANK,8,4000,7520,WEB,2023-01-05T14:06:19Z,Clean
PERSON,FINTECH BANKS,25,260000,58130,MOBILE,2023-01-05T14:11:02Z,Clean
PERSON,UNION BANK,5,15000,8170,MOBILE,2023-01-05T14:16:02Z,Clean
PERSON,GTB,17,66000,88600,MOBILE,2023-01-05T14:19:11Z,Clean
PERSON,FIDELITY BANK,13,809000,35330,MOBILE,2023-01-05T14:21:16Z,Clean
PERSON,ECOBANK,27,98000,67670,MOBILE,2023-01-05T14:22:08Z,Clean
PERSON,STERLING BANK,5,75000,940,MOBILE,2023-01-05T15:01:11Z,Clean
PERSON,STERLING BANK,24,18000,14080,MOBILE,2023-01-05T15:03:02Z,Clean
BUSINESS,OTHER_TIER1_BANKS,7,1000,59270,MOBILE,2023-01-05T15:05:22Z,Clean
BUSINESS,FIRST BANK,8,59000,13820,MOBILE,2023-01-05T15:08:04Z,Clean
PERSON,ACCESS BANK,13,79000,32060,MOBILE,2023-01-05T15:11:02Z,Clean
PERSON,GTB,5,19000,11290,MOBILE,2023-01-05T15:18:12Z,Clean
PERSON,OTHER_TIER1_BANKS,39,56000,9580,MOBILE,2023-01-05T16:04:23Z,Clean
PERSON,GTB,7,2000,12520,WEB,2023-01-05T16:15:23Z,Clean
PERSON,FINTECH BANKS,11,13000,13490,MOBILE,2023-01-05T16:16:09Z,Clean
BUSINESS,FIDELITY BANK,19,1692000,83580,MOBILE,2023-01-05T16:16:13Z,Clean
PERSON,OTHER_TIER1_BANKS,9,2000,4410,MOBILE,2023-01-05T16:21:20Z,Clean
PERSON,UBA,9,35000,1030,MOBILE,2023-01-05T17:03:10Z,Clean
PERSON,OTHER_TIER1_BANKS,3,30000,38980,MOBILE,2023-01-05T17:04:14Z,Clean
PERSON,GTB,8,20000,12820,MOBILE,2023-01-05T17:07:19Z,Clean
PERSON,FIRST BANK,7,58000,34230,MOBILE,2023-01-05T17:10:06Z,Clean
PERSON,GTB,5,204000,14920,MOBILE,2023-01-05T17:18:17Z,Clean
PERSON,FIRST BANK,5,234000,23450,IN-BRANCH,2023-01-05T17:20:04Z,Clean
PERSON,FIRST BANK,5,5000,890,WEB,2023-01-05T19:01:18Z,Clean
PERSON,FIRST BANK,30,44000,72430,WEB,2023-01-05T19:03:17Z,Clean
PERSON,ACCESS BANK,10,137000,13970,MOBILE,2023-01-05T19:04:23Z,Clean
PERSON,ACCESS BANK,5,8000,76260,MOBILE,2023-01-05T19:11:21Z,Clean
PERSON,ACCESS BANK,23,12000,6380,MOBILE,2023-01-05T19:16:03Z,Clean
PERSON,FIDELITY BANK,5,623000,1920,MOBILE,2023-01-05T19:23:20Z,Clean
PERSON,ACCESS BANK,0,82000,33440,MOBILE,2023-01-05T20:06:21Z,Clean
PERSON,ACCESS BANK,1,6000,650,MOBILE,2023-01-05T20:09:14Z,Clean
PERSON,FINTECH BANKS,8,150000,45060,MOBILE,2023-01-05T20:10:21Z,Clean
MERCHANT,GTB,13,101000,51290,WEB,2023-01-05T20:12:09Z,Clean
PERSON,FIRST BANK,1,46000,45810,WEB,2023-01-05T20:13:04Z,Clean
MERCHANT,OTHER_TIER1_BANKS,4,248000,14490,MOBILE,2023-01-05T20:15:19Z,Clean
PERSON,EXAMPLE BANK,18,65000,41580,MOBILE,2023-01-05T20:18:09Z,Clean
PERSON,UBA,13,969000,42620,MOBILE,2023-01-05T20:19:07Z,Clean
PERSON,FIRST BANK,15,7000,63000,MOBILE,2023-01-05T21:04:06Z,Clean
PERSON,EXAMPLE BANK,21,205000,12060,MOBILE,2023-01-05T21:08:02Z,Clean
PERSON,FINTECH BANKS,11,1948000,23290,MOBILE,2023-01-05T21:19:07Z,Clean
PERSON,FIRST BANK,9,47000,5790,WEB,2023-01-05T22:00:16Z,Clean
PERSON,OTHER_TIER1_BANKS,17,15000,29570,MOBILE,2023-01-05T22:03:07Z,Clean
PERSON,STERLING BANK,3,7000,13140,MOBILE,2023-01-05T22:11:02Z,Clean
PERSON,GTB,1,8000,70790,MOBILE,2023-01-05T22:13:10Z,Clean
PERSON,ACCESS BANK,9,10000,49690,MOBILE,2023-01-05T22:16:21Z,Clean
MERCHANT,FINTECH BANKS,13,53000,270,MOBILE,2023-01-05T23:02:20Z,Clean
PERSON,FIRST BANK,29,147000,43310,MOBILE,2023-01-06T00:01:04Z,Clean
PERSON,FIRST BANK,12,2000,11990,MOBILE,2023-01-06T00:05:21Z,Clean
PERSON,FIDELITY BANK,9,202000,78740,MOBILE,2023-01-06T00:10:04Z,Clean
PERSON,ECOBANK,19,18000,10820,MOBILE,2023-01-06T00:14:10Z,Clean
PERSON,GTB,10,1000,500,PHONE,2023-01-06T01:07:09Z,Clean
MERCHANT,FINTECH BANKS,3,16000,8200,MOBILE,2023-01-06T02:02:21Z,Clean
PERSON,ACCESS BANK,11,61000,20120,MOBILE,2023-01-06T02:07:00Z,Clean
PERSON,ACCESS BANK,5,8000,2790,MOBILE,2023-01-06T02:12:07Z,Clean
MERCHANT,FINTECH BANKS,15,47000,68580,MOBILE,2023-01-06T02:17:10Z,Clean
MERCHANT,ACCESS BANK,35,298000,83050,MOBILE,2023-01-06T02:18:23Z,Clean
PERSON,EXAMPLE BANK,2,214000,71410,MOBILE,2023-01-06T02:20:18Z,Clean
PERSON,GTB,1,173000,83650,MOBILE,2023-01-06T02:21:08Z,Clean
PERSON,ACCESS BANK,24,5000,69020,MOBILE,2023-01-06T03:12:01Z,Clean
PERSON,FINTECH BANKS,15,19000,63030,MOBILE,2023-01-06T03:13:10Z,Clean
PERSON,ACCESS BANK,10,30000,13720,MOBILE,2023-01-06T03:22:04Z,Clean
PERSON,FIRST BANK,10,14000,5090,MOBILE,2023-01-06T04:10:18Z,Clean
PERSON,GTB,13,67000,62460,WEB,2023-01-06T04:14:01Z,Clean
PERSON,GTB,26,136000,1640,MOBILE,2023-01-06T04:23:05Z,Clean
PERSON,ACCESS BANK,12,5000,2600,MOBILE,2023-01-06T04:23:22Z,Clean
PERSON,GTB,7,33000,4950,MOBILE,2023-01-06T05:00:04Z,Clean
PERSON,FINTECH BANKS,10,53000,14190,MOBILE,2023-01-06T05:04:17Z,Clean
PERSON,FINTECH BANKS,28,73000,11220,IN-BRANCH,2023-01-06T05:10:02Z,Clean
PERSON,FIRST BANK,5,40000,6350,MOBILE,2023-01-06T05:19:17Z,Clean
PERSON,UNION BANK,24,290000,60200,MOBILE,2023-01-06T06:08:04Z,Clean
PERSON,FIDELITY BANK,0,1494000,14530,WEB,2023-01-06T06:08:18Z,Clean
PERSON,FINTECH BANKS,5,291000,14820,MOBILE,2023-01-06T06:10:03Z,Clean
PERSON,UBA,13,73000,29350,WEB,2023-01-06T06:12:23Z,Clean
PERSON,STERLING BANK,23,1000,7700,MOBILE,2023-01-06T06:13:16Z,Clean
PERSON,FIRST BANK,9,232000,11920,MOBILE,2023-01-06T06:14:14Z,Clean
BUSINESS,EXAMPLE BANK,35,33000,71180,MOBILE,2023-01-06T06:21:06Z,Clean
PERSON,ECOBANK,38,20000,13510,MOBILE,2023-01-06T07:00:22Z,Clean
PERSON,FIRST BANK,12,4000,35830,MOBILE,2023-01-06T07:05:13Z,Clean
PERSON,FIRST BANK,24,71000,4890,WEB,2023-01-06T07:11:13Z,Clean
PERSON,ACCESS BANK,9,3000,13370,MOBILE,2023-01-06T08:07:06Z,Clean
PERSON,FIRST BANK,24,286000,64100,MOBILE,2023-01-06T08:09:04Z,Clean
BUSINESS,ACCESS BANK,17,205000,11610,MOBILE,2023-01-06T08:18:05Z,Clean
PERSON,FINTECH BANKS,0,7000,12700,MOBILE,2023-01-06T08:22:12Z,Clean
PERSON,ACCESS BANK,20,228000,430,MOBILE,2023-01-06T09:00:22Z,Clean
MERCHANT,ACCESS BANK,9,286000,85160,MOBILE,2023-01-06T09:06:00Z,Clean
MERCHANT,FINTECH BANKS,431,46000,70,MOBILE,2023-01-06T09:19:18Z,Fraud
MERCHANT,EXAMPLE BANK,2,9000,690,WEB,2023-01-06T10:02:13Z,Clean
PERSON,UNION BANK,8,20000,89830,MOBILE,2023-01-06T10:17:04Z,Clean
PERSON,FIRST BANK,6,60000,36630,WEB,2023-01-06T10:18:16Z,Clean
PERSON,FIRST BANK,3,2000,52000,MOBILE,2023-01-06T10:19:10Z,Clean
PERSON,ACCESS BANK,14,252000,75970,MOBILE,2023-01-06T11:07:06Z,Clean
PERSON,GTB,6,178000,71970,MOBILE,2023-01-06T11:10:20Z,Clean
PERSON,GTB,1,1000,840,MOBILE,2023-01-06T11:17:19Z,Clean
PERSON,UBA,21,200000,66850,MOBILE,2023-01-06T11:18:10Z,Clean
PERSON,FINTECH BANKS,0,1427000,880,WEB,2023-01-06T11:19:22Z,Clean
PERSON,FIRST BANK,9,1000,79940,MOBILE,2023-01-06T11:23:12Z,Clean
MERCHANT,FINTECH BANKS,103,65000,5,MOBILE,2023-01-06T12:04:05Z,Fraud
MERCHANT,FIRST BANK,16,56000,82620,MOBILE,2023-01-06T12:08:10Z,Clean
PERSON,ACCESS BANK,28,13000,2270,WEB,2023-01-06T12:13:21Z,Clean
PERSON,FINTECH BANKS,9,110000,13860,MOBILE,2023-01-06T12:15:15Z,Clean
PERSON,GTB,33,71000,12840,MOBILE,2023-01-06T13:12:15Z,Clean
PERSON,FIRST BANK,8,147000,870,MOBILE,2023-01-06T13:15:02Z,Clean
PERSON,FINTECH BANKS,21,89000,13580,MOBILE,2023-01-06T14:11:13Z,Clean
PERSON,ACCESS BANK,5,61000,28990,MOBILE,2023-01-06T14:12:16Z,Clean
PERSON,OTHER_TIER1_BANKS,15,1503000,5200,MOBILE,2023-01-06T14:15:21Z,Clean
PERSON,FIRST BANK,6,43000,52390,MOBILE,2023-01-06T15:02:01Z,Clean
PERSON,OTHER_TIER1_BANKS,14,9000,26160,MOBILE,2023-01-06T15:07:10Z,Clean
PERSON,FIRST BANK,15,621000,30770,MOBILE,2023-01-06T15:12:13Z,Clean
PERSON,ACCESS BANK,11,1524000,910,MOBILE,2023-01-06T15:12:14Z,Clean
PERSON,FINTECH BANKS,15,1000,34310,MOBILE,2023-01-06T15:21:08Z,Clean
PERSON,ACCESS BANK,16,17000,1170,MOBILE,2023-01-06T16:01:01Z,Clean
PERSON,GTB,2,74000,26220,WEB,2023-01-06T16:14:18Z,Clean
PERSON,GTB,20,2000,750,MOBILE,2023-01-06T16:16:18Z,Clean
PERSON,GTB,25,2000,21480,MOBILE,2023-01-06T16:17:07Z,Clean
PERSON,EXAMPLE BANK,24,49000,84920,WEB,2023-01-06T16:23:06Z,Clean
PERSON,ACCESS BANK,9,17000,13840,WEB,2023-01-06T16:23:15Z,Clean
MERCHANT,FINTECH BANKS,503,2000,40,MOBILE,2023-01-06T17:01:03Z,Fraud
PERSON,FINTECH BANKS,3,9000,20220,WEB,2023-01-06T17:02:04Z,Clean
PERSON,UBA,10,50000,12100,MOBILE,2023-01-06T17:11:06Z,Clean
PERSON,OTHER_TIER1_BANKS,7,2000,20240,WEB,2023-01-06T17:11:15Z,Clean
PERSON,ACCESS BANK,2,260000,14070,MOBILE,2023-01-06T17:19:00Z,Clean
PERSON,FINTECH BANKS,10,75000,11330,MOBILE,2023-01-06T18:01:08Z,Clean
PERSON,GTB,5,231000,22890,MOBILE,2023-01-06T18:14:00Z,Clean
MERCHANT,UBA,5,6000,2920,MOBILE,2023-01-06T18:19:03Z,Clean
MERCHANT,GTB,9,43000,12330,MOBILE,2023-01-06T19:00:16Z,Clean
PERSON,STERLING BANK,34,19000,7660,MOBILE,2023-01-06T19:13:15Z,Clean
PERSON,GTB,6,14000,9900,MOBILE,2023-01-06T19:18:18Z,Clean
PERSON,FINTECH BANKS,11,7000,4660,MOBILE,2023-01-06T19:20:12Z,Clean
